addr,domain,date_added,domain_percent_increase
Garrett.Morrison@bogusdomain.ca,bogusdomain.ca,2014-08-10,0.000444
Garrett.Morrison@comcast.com,comcast.com,2015-07-27,0.001331
Garrett.Odom@hotmail.biz,hotmail.biz,2014-11-28,0
Garrett.Olson@yahoo.uk,yahoo.uk,2014-05-11,0
Garrett.Osborne@sympatico.eu,sympatico.eu,2015-01-23,0
Garrett.Owen@hotmail.ca,hotmail.ca,2014-11-17,0.00488
Garrett.Owen@hotmail.com,hotmail.com,2014-11-20,0.000887
Garrett.Pierce@yahoo.edu,yahoo.edu,2015-06-20,0
Garrett.Pugh@liarcompany.biz,liarcompany.biz,2014-02-27,0
Garrett.Richmond@comcast.int,comcast.int,2015-02-26,0
Garrett.Sandoval@aol.ca,aol.ca,2014-11-14,0.000887
Garrett.Sandoval@gmail.biz,gmail.biz,2015-02-09,0
Garrett.Sandoval@yahoo.edu,yahoo.edu,2014-05-20,0
Garrett.Short@yahoo.uk,yahoo.uk,2014-06-07,0
Garrett.Silva@gmail.ca,gmail.ca,2015-06-22,0.001331
Garrett.Solis@comcast.net,comcast.net,2014-12-01,0.000444
Garrett.Valentine@hotmail.ca,hotmail.ca,2015-02-02,0.00488
Garrett.Watkins@gmail.ca,gmail.ca,2014-04-26,0.001331
Georgiana.Arellano@aol.net,aol.net,2015-01-25,0.001331
Georgiana.Arellano@comcast.co,comcast.co,2014-05-23,0
Georgiana.Arellano@pseudodomain.co,pseudodomain.co,2014-12-24,0
Georgiana.Bass@comcast.co,comcast.co,2014-10-07,0
Georgiana.Cantu@gmail.edu,gmail.edu,2015-05-29,0.001775
Georgiana.Cantu@gmail.int,gmail.int,2015-03-16,0
Georgiana.Case@gmail.uk,gmail.uk,2014-02-06,0.000887
Georgiana.Cervantes@yahoo.int,yahoo.int,2014-11-18,0
Georgiana.Clarke@gmail.ca,gmail.ca,2015-05-20,0.001331
Georgiana.Cochran@comcast.com,comcast.com,2014-02-19,0.001331
Georgiana.Cochran@hotmail.ca,hotmail.ca,2014-08-14,0.00488
Georgiana.Cochran@hotmail.net,hotmail.net,2014-06-09,0.001775
Georgiana.Davidson@yahoo.es,yahoo.es,2015-07-25,0.000444
Georgiana.Dillon@comcast.uk,comcast.uk,2015-06-29,0
Georgiana.English@liarcompany.ca,liarcompany.ca,2015-01-02,0.000444
Georgiana.English@phonydomain.com,phonydomain.com,2015-07-23,0.000887
Georgiana.Flynn@gmail.net,gmail.net,2014-04-14,0.001331
Georgiana.Frederick@pseudobusiness.uk,pseudobusiness.uk,2015-03-03,0
Georgiana.Gates@gmail.com,gmail.com,2014-12-03,0.004437
Georgiana.Gates@yahoo.com,yahoo.com,2014-06-29,0.001775
Georgiana.Goodman@comcast.ca,comcast.ca,2014-10-02,0.000444
Georgiana.Goodman@yahoo.com,yahoo.com,2014-11-07,0.001775
Georgiana.Harris@gmail.ca,gmail.ca,2014-07-23,0.001331
Georgiana.Harris@yahoo.net,yahoo.net,2014-02-08,0.002218
Georgiana.Hess@aol.net,aol.net,2014-10-07,0.001331
Georgiana.Hodges@hotmail.net,hotmail.net,2015-02-08,0.001775
Georgiana.Hubbard@bogusmail.ca,bogusmail.ca,2014-09-18,0
Georgiana.Kaufman@yahoo.ke,yahoo.ke,2015-03-19,0
Georgiana.Mata@hotmail.biz,hotmail.biz,2014-11-21,0
Georgiana.Mercado@comcast.net,comcast.net,2014-08-16,0.000444
Georgiana.Moon@fakedomain.ca,fakedomain.ca,2015-05-25,0.000444
Georgiana.Moon@yahoo.eu,yahoo.eu,2014-10-05,0
Georgiana.Mooney@gmail.edu,gmail.edu,2014-06-07,0.001775
Georgiana.Morrison@gmail.ca,gmail.ca,2014-05-14,0.001331
Georgiana.Pierce@yahoo.net,yahoo.net,2014-01-26,0.002218
Georgiana.Pugh@comcast.net,comcast.net,2015-03-26,0.000444
Georgiana.Ramirez@aol.com,aol.com,2014-06-05,0.000444
Georgiana.Riley@gmail.ca,gmail.ca,2015-04-01,0.001331
Georgiana.Riley@hotmail.com,hotmail.com,2015-05-16,0.000887
Georgiana.Roach@mockmail.ca,mockmail.ca,2014-06-29,0
Georgiana.Silva@bogusbusiness.uk,bogusbusiness.uk,2014-06-16,0
Georgiana.Solis@phonybusiness.net,phonybusiness.net,2014-07-12,0
Georgiana.Tate@hotmail.int,hotmail.int,2014-11-14,0
Georgiana.Velez@hotmail.co,hotmail.co,2015-03-26,0
Georgiana.Walsh@comcast.com,comcast.com,2014-11-22,0.001331
Georgiana.Watkins@yahoo.co,yahoo.co,2014-06-11,0.000887
Georgiana.Watson@phonybusiness.ca,phonybusiness.ca,2014-03-17,0
Giuseppe.Arellano@sympatico.uk,sympatico.uk,2015-07-07,0.000887
Giuseppe.Baker@gmail.net,gmail.net,2014-12-12,0.001331
Giuseppe.Cain@comcast.net,comcast.net,2014-08-30,0.000444
Giuseppe.Cain@fakebusiness.net,fakebusiness.net,2014-12-28,0.000444
Giuseppe.Callahan@gmail.net,gmail.net,2014-01-28,0.001331
Giuseppe.Callahan@hotmail.edu,hotmail.edu,2014-05-11,0.000887
Giuseppe.Clarke@hotmail.ao,hotmail.ao,2014-07-01,0
Giuseppe.Cooke@fakecompany.ca,fakecompany.ca,2015-04-07,0
Giuseppe.Davies@gmail.edu,gmail.edu,2014-04-05,0.001775
Giuseppe.Dillon@gmail.ca,gmail.ca,2015-01-20,0.001331
Giuseppe.English@comcast.edu,comcast.edu,2014-06-20,0.000444
Giuseppe.Friedman@yahoo.com,yahoo.com,2015-06-22,0.001775
Giuseppe.Garrison@yahoo.ca,yahoo.ca,2014-09-27,0.003106
Giuseppe.Hebert@liarmail.mobi,liarmail.mobi,2014-01-27,0
Giuseppe.Hicks@mockmail.co,mockmail.co,2014-02-14,0
Giuseppe.Houston@hotmail.ca,hotmail.ca,2014-06-06,0.00488
Giuseppe.Huber@pseudodomain.net,pseudodomain.net,2014-05-28,0
Giuseppe.Kaufman@hotmail.ca,hotmail.ca,2014-05-12,0.00488
Giuseppe.Lara@gmail.edu,gmail.edu,2015-07-02,0.001775
Giuseppe.Lara@sympatico.net,sympatico.net,2014-05-14,0.000887
Giuseppe.Long@boguscompany.uk,boguscompany.uk,2015-01-31,0
Giuseppe.Manning@aol.com,aol.com,2015-04-12,0.000444
Giuseppe.Manning@phonydomain.com,phonydomain.com,2014-10-13,0.000887
Giuseppe.Mercado@liardomain.co,liardomain.co,2014-02-14,0
Giuseppe.Mercado@yahoo.ca,yahoo.ca,2015-07-03,0.003106
Giuseppe.Murillo@liarbusiness.ca,liarbusiness.ca,2014-12-20,0.000444
Giuseppe.Myers@fakebusiness.com,fakebusiness.com,2015-06-23,0
Giuseppe.Owen@hotmail.net,hotmail.net,2014-10-04,0.001775
Giuseppe.Pham@hotmail.eu,hotmail.eu,2015-04-20,0
Giuseppe.Pierce@phonycompany.ca,phonycompany.ca,2015-04-28,0.000887
Giuseppe.Riley@hotmail.ai,hotmail.ai,2014-05-15,0
Giuseppe.Rivera@hotmail.edu,hotmail.edu,2015-07-16,0.000887
Giuseppe.Sandoval@sympatico.ke,sympatico.ke,2014-02-26,0
Giuseppe.Taylor@gmail.com,gmail.com,2015-02-06,0.004437
Giuseppe.Taylor@pseudomail.edu,pseudomail.edu,2014-07-15,0
Giuseppe.Trevino@gmail.net,gmail.net,2015-03-09,0.001331
Giuseppe.Yu@gmail.uk,gmail.uk,2014-09-23,0.000887
Hobert.Aguirre@gmail.int,gmail.int,2014-10-05,0
Hobert.Arellano@gmail.uk,gmail.uk,2015-07-28,0.000887
Hobert.Arellano@yahoo.co,yahoo.co,2015-07-14,0.000887
Hobert.Barron@fakebusiness.ao,fakebusiness.ao,2015-06-09,0
Hobert.Becker@boguscompany.uk,boguscompany.uk,2014-05-04,0
Hobert.Becker@gmail.ao,gmail.ao,2015-05-24,0
Hobert.Cervantes@hotmail.com,hotmail.com,2014-02-28,0.000887
Hobert.Cooke@comcast.net,comcast.net,2014-08-30,0.000444
Hobert.Dillon@phonybusiness.net,phonybusiness.net,2015-05-07,0
Hobert.Dillon@sympatico.net,sympatico.net,2015-07-29,0.000887
Hobert.Dyer@bogusbusiness.ca,bogusbusiness.ca,2014-09-02,0
Hobert.English@gmail.ca,gmail.ca,2014-03-19,0.001331
Hobert.English@gmail.net,gmail.net,2014-06-22,0.001331
Hobert.English@sympatico.edu,sympatico.edu,2014-04-25,0
Hobert.Flynn@fakecompany.ca,fakecompany.ca,2014-11-25,0
Hobert.Fowler@hotmail.int,hotmail.int,2015-05-13,0
Hobert.Fowler@hushmail.co,hushmail.co,2015-06-13,0
Hobert.Frederick@yahoo.ca,yahoo.ca,2014-11-08,0.003106
Hobert.Gallegos@mockdomain.net,mockdomain.net,2014-03-16,0
Hobert.Gomez@liarmail.net,liarmail.net,2014-06-25,0
Hobert.Goodman@aol.uk,aol.uk,2015-04-06,0.000444
Hobert.Goodman@comcast.edu,comcast.edu,2015-06-30,0.000444
Hobert.Goodman@yahoo.net,yahoo.net,2014-07-22,0.002218
Hobert.Harris@liarmail.uk,liarmail.uk,2014-04-08,0
Hobert.Hatfield@gmail.net,gmail.net,2015-04-10,0.001331
Hobert.Hess@phonycompany.gov,phonycompany.gov,2015-07-14,0.000444
Hobert.Hicks@gmail.net,gmail.net,2014-06-18,0.001331
Hobert.Hoover@hotmail.edu,hotmail.edu,2014-05-13,0.000887
Hobert.Hoover@yahoo.net,yahoo.net,2014-01-30,0.002218
Hobert.Hubbard@gmail.com,gmail.com,2014-08-16,0.004437
Hobert.Hunter@yahoo.ca,yahoo.ca,2014-08-27,0.003106
Hobert.Kirk@yahoo.ca,yahoo.ca,2014-06-03,0.003106
Hobert.Lara@yahoo.ca,yahoo.ca,2014-04-22,0.003106
Hobert.Macias@aol.uk,aol.uk,2015-01-12,0.000444
Hobert.Macias@hotmail.ca,hotmail.ca,2014-08-20,0.00488
Hobert.Macias@hotmail.net,hotmail.net,2014-12-04,0.001775
Hobert.Manning@aol.eu,aol.eu,2014-11-08,0
Hobert.Manning@yahoo.com,yahoo.com,2014-11-16,0.001775
Hobert.Mooney@sympatico.aero,sympatico.aero,2014-02-12,0
Hobert.Morrison@gmail.edu,gmail.edu,2014-10-12,0.001775
Hobert.Myers@bogusbusiness.ca,bogusbusiness.ca,2015-03-12,0
Hobert.Owen@hotmail.ao,hotmail.ao,2015-03-25,0
Hobert.Pham@mockcompany.mk,mockcompany.mk,2014-08-18,0
Hobert.Pham@pseudocompany.net,pseudocompany.net,2014-12-27,0
Hobert.Pierce@hotmail.uk,hotmail.uk,2014-12-31,0.000444
Hobert.Ramirez@sympatico.com,sympatico.com,2015-04-14,0.000444
Hobert.Richmond@yahoo.net,yahoo.net,2015-04-05,0.002218
Hobert.Riley@sympatico.com,sympatico.com,2015-04-12,0.000444
Hobert.Ryan@liardomain.ca,liardomain.ca,2015-05-08,0.000444
Hobert.Sanchez@yahoo.net,yahoo.net,2014-04-09,0.002218
Hobert.Sandoval@comcast.edu,comcast.edu,2014-05-06,0.000444
Hobert.Sandoval@hotmail.uk,hotmail.uk,2014-03-18,0.000444
Hobert.Shields@hotmail.edu,hotmail.edu,2015-02-16,0.000887
Hobert.Shields@phonydomain.ca,phonydomain.ca,2014-11-18,0
Hobert.Valentine@hotmail.co,hotmail.co,2015-05-30,0
Hobert.Velez@hotmail.ca,hotmail.ca,2014-07-04,0.00488
Hobert.Velez@hotmail.int,hotmail.int,2014-11-30,0
Hobert.Walsh@gmail.ca,gmail.ca,2014-12-04,0.001331
Hobert.Walsh@liardomain.edu,liardomain.edu,2014-10-22,0
Hobert.Watkins@aol.ca,aol.ca,2014-12-14,0.000887
Hobert.Watson@sympatico.uk,sympatico.uk,2014-05-19,0.000887
Hyacinth.Butler@bogusmail.ca,bogusmail.ca,2014-04-12,0
Hyacinth.Butler@liarbusiness.mobi,liarbusiness.mobi,2014-10-20,0
Hyacinth.Cantu@comcast.ke,comcast.ke,2015-07-10,0.000887
Hyacinth.Cantu@yahoo.net,yahoo.net,2014-09-27,0.002218
Hyacinth.Davidson@liarbusiness.edu,liarbusiness.edu,2014-03-05,0
Hyacinth.Flynn@gmail.ca,gmail.ca,2014-12-12,0.001331
Hyacinth.Frederick@sympatico.net,sympatico.net,2014-09-21,0.000887
Hyacinth.French@pseudodomain.edu,pseudodomain.edu,2014-03-10,0
Hyacinth.Friedman@yahoo.net,yahoo.net,2014-03-14,0.002218
Hyacinth.Garrison@aol.ca,aol.ca,2014-05-03,0.000887
Hyacinth.Garrison@yahoo.co,yahoo.co,2014-12-30,0.000887
Hyacinth.Hatfield@comcast.net,comcast.net,2014-09-16,0.000444
Hyacinth.Hatfield@gmail.ca,gmail.ca,2015-02-13,0.001331
Hyacinth.Hebert@phonybusiness.ke,phonybusiness.ke,2014-10-02,0
Hyacinth.Hess@sympatico.com,sympatico.com,2014-03-28,0.000444
Hyacinth.Hodges@aol.ca,aol.ca,2015-01-08,0.000887
Hyacinth.Hubbard@comcast.ca,comcast.ca,2015-06-02,0.000444
Hyacinth.Hubbard@hotmail.com,hotmail.com,2015-02-15,0.000887
Hyacinth.Hunter@mockbusiness.com,mockbusiness.com,2014-01-27,0
Hyacinth.Kaufman@yahoo.net,yahoo.net,2015-02-20,0.002218
Hyacinth.Lara@hotmail.com,hotmail.com,2014-07-09,0.000887
Hyacinth.Mercado@fakemail.mobi,fakemail.mobi,2015-07-12,0.000444
Hyacinth.Moon@liarbusiness.in,liarbusiness.in,2014-12-02,0
Hyacinth.Moon@sympatico.ca,sympatico.ca,2014-03-31,0.000444
Hyacinth.Morrison@gmail.com,gmail.com,2014-08-01,0.004437
Hyacinth.Osborne@aol.edu,aol.edu,2015-03-02,0
Hyacinth.Osborne@gmail.com,gmail.com,2015-01-14,0.004437
Hyacinth.Osborne@hotmail.ca,hotmail.ca,2014-12-23,0.00488
Hyacinth.Ramirez@hotmail.net,hotmail.net,2015-04-12,0.001775
Hyacinth.Rivas@comcast.uk,comcast.uk,2015-01-15,0
Hyacinth.Rivera@gmail.ca,gmail.ca,2015-06-14,0.001331
Hyacinth.Shields@hotmail.ca,hotmail.ca,2015-01-19,0.00488
Hyacinth.Shields@pseudobusiness.es,pseudobusiness.es,2014-10-18,0
Hyacinth.Silva@phonycompany.com,phonycompany.com,2014-08-22,0.000444
Hyacinth.Stone@bogusmail.com,bogusmail.com,2014-05-21,0
Hyon.Acevedo@comcast.ai,comcast.ai,2015-03-16,0
Hyon.Aguirre@hotmail.com,hotmail.com,2015-03-05,0.000887
Hyon.Baker@sympatico.ca,sympatico.ca,2014-07-12,0.000444
Hyon.Barron@aol.co,aol.co,2014-12-04,0.000444
Hyon.Barron@aol.com,aol.com,2014-12-06,0.000444
Hyon.Cain@gmail.uk,gmail.uk,2015-07-23,0.000887
Hyon.Callahan@yahoo.mobi,yahoo.mobi,2014-03-04,0.000444
Hyon.Case@hotmail.ao,hotmail.ao,2014-08-28,0
Hyon.Cervantes@yahoo.in,yahoo.in,2014-07-22,0.000444
Hyon.Cochran@yahoo.mobi,yahoo.mobi,2014-05-01,0.000444
Hyon.Cochran@yahoo.uk,yahoo.uk,2014-08-04,0
Hyon.Dillon@hotmail.net,hotmail.net,2015-06-18,0.001775
Hyon.Dominguez@yahoo.co,yahoo.co,2014-07-26,0.000887
Hyon.French@gmail.edu,gmail.edu,2014-10-18,0.001775
Hyon.Friedman@hotmail.ao,hotmail.ao,2015-05-29,0
Hyon.Harris@fakemail.net,fakemail.net,2014-05-01,0
Hyon.Harris@gmail.com,gmail.com,2014-08-26,0.004437
Hyon.Hatfield@pseudocompany.es,pseudocompany.es,2015-06-26,0
Hyon.Hicks@yahoo.mobi,yahoo.mobi,2015-01-08,0.000444
Hyon.Kaufman@hotmail.co,hotmail.co,2015-04-25,0
Hyon.Lara@aol.com,aol.com,2014-10-09,0.000444
Hyon.Long@mockbusiness.ca,mockbusiness.ca,2015-04-25,0
Hyon.Mata@liarcompany.net,liarcompany.net,2015-03-30,0
Hyon.Mcdowell@gmail.ke,gmail.ke,2014-06-17,0
Hyon.Melendez@aol.eu,aol.eu,2015-01-03,0
Hyon.Moon@hotmail.eu,hotmail.eu,2014-05-21,0
Hyon.Morrison@hotmail.gov,hotmail.gov,2014-04-28,0.000444
Hyon.Murillo@hotmail.com,hotmail.com,2015-05-05,0.000887
Hyon.Murillo@yahoo.co,yahoo.co,2014-07-31,0.000887
Hyon.Olson@aol.uk,aol.uk,2015-07-12,0.000444
Hyon.Olson@sympatico.net,sympatico.net,2014-07-05,0.000887
Hyon.Pham@comcast.co,comcast.co,2015-03-09,0
Hyon.Potter@sympatico.uk,sympatico.uk,2015-01-25,0.000887
Hyon.Pugh@hotmail.ca,hotmail.ca,2014-12-30,0.00488
Hyon.Ramirez@yahoo.ca,yahoo.ca,2014-04-20,0.003106
Hyon.Richmond@gmail.co,gmail.co,2014-09-04,0.000887
Hyon.Rivas@aol.com,aol.com,2015-02-22,0.000444
Hyon.Rivera@sympatico.com,sympatico.com,2015-05-27,0.000444
Hyon.Silva@hotmail.gov,hotmail.gov,2015-06-30,0.000444
Hyon.Solis@gmail.net,gmail.net,2014-04-16,0.001331
Hyon.Sosa@sympatico.co,sympatico.co,2014-03-20,0.000444
Hyon.Stone@comcast.com,comcast.com,2014-03-15,0.001331
Hyon.Valentine@sympatico.edu,sympatico.edu,2014-04-27,0
Hyon.Valenzuela@gmail.uk,gmail.uk,2014-06-20,0.000887
Hyon.Valenzuela@yahoo.com,yahoo.com,2015-06-27,0.001775
Hyon.Watson@aol.ca,aol.ca,2014-07-12,0.000887
Hyon.Yu@hotmail.com,hotmail.com,2015-05-14,0.000887
Hyon.Yu@hotmail.net,hotmail.net,2015-06-17,0.001775
Jamee.Arellano@hotmail.com,hotmail.com,2014-07-05,0.000887
Jamee.Bautista@fakecompany.com,fakecompany.com,2015-02-22,0
Jamee.Bautista@sympatico.net,sympatico.net,2015-06-28,0.000887
Jamee.Becker@pseudocompany.com,pseudocompany.com,2014-11-06,0
Jamee.Cain@yahoo.net,yahoo.net,2014-08-25,0.002218
Jamee.Cain@yahoo.uk,yahoo.uk,2014-08-24,0
Jamee.Cervantes@gmail.ca,gmail.ca,2015-03-22,0.001331
Jamee.Cochran@gmail.eu,gmail.eu,2014-09-05,0
Jamee.Davidson@gmail.ca,gmail.ca,2014-07-30,0.001331
Jamee.Fowler@gmail.uk,gmail.uk,2015-01-11,0.000887
Jamee.Garrison@liarmail.co,liarmail.co,2015-04-17,0.000444
Jamee.Gray@hotmail.uk,hotmail.uk,2015-01-17,0.000444
Jamee.Gray@yahoo.com,yahoo.com,2014-09-19,0.001775
Jamee.Haas@gmail.com,gmail.com,2015-04-11,0.004437
Jamee.Haas@gmail.edu,gmail.edu,2015-05-05,0.001775
Jamee.Harris@pseudobusiness.net,pseudobusiness.net,2015-03-31,0
Jamee.Hatfield@aol.net,aol.net,2015-06-02,0.001331
Jamee.Hatfield@fakemail.net,fakemail.net,2015-01-07,0
Jamee.Hatfield@sympatico.net,sympatico.net,2014-10-21,0.000887
Jamee.Hicks@gmail.uk,gmail.uk,2014-03-21,0.000887
Jamee.Hubbard@fakemail.uk,fakemail.uk,2015-03-09,0
Jamee.Huber@fakedomain.net,fakedomain.net,2015-04-01,0
Jamee.Huber@hotmail.net,hotmail.net,2015-04-11,0.001775
Jamee.Hunter@gmail.net,gmail.net,2014-01-31,0.001331
Jamee.Long@bogusdomain.ca,bogusdomain.ca,2014-03-10,0.000444
Jamee.Long@comcast.edu,comcast.edu,2014-12-15,0.000444
Jamee.Mercado@hotmail.com,hotmail.com,2014-10-24,0.000887
Jamee.Mercado@liarcompany.net,liarcompany.net,2014-07-10,0
Jamee.Moon@gmail.ke,gmail.ke,2014-09-05,0
Jamee.Mooney@sympatico.net,sympatico.net,2015-07-18,0.000887
Jamee.Olson@gmail.net,gmail.net,2015-07-19,0.001331
Jamee.Olson@yahoo.ca,yahoo.ca,2014-11-29,0.003106
Jamee.Osborne@hotmail.eu,hotmail.eu,2014-10-29,0
Jamee.Owen@comcast.co,comcast.co,2014-08-23,0
Jamee.Pierce@sympatico.edu,sympatico.edu,2014-03-31,0
Jamee.Pugh@hotmail.ca,hotmail.ca,2014-04-27,0.00488
Jamee.Richmond@sympatico.ke,sympatico.ke,2014-07-13,0
Jamee.Riley@gmail.ca,gmail.ca,2014-08-13,0.001331
Jamee.Rivas@gmail.gov,gmail.gov,2014-07-01,0
Jamee.Rivas@hotmail.com,hotmail.com,2014-09-13,0.000887
Jamee.Ryan@gmail.com,gmail.com,2014-11-09,0.004437
Jamee.Sanchez@sympatico.ca,sympatico.ca,2014-04-23,0.000444
Jamee.Shields@yahoo.net,yahoo.net,2015-07-18,0.002218
Jamee.Shields@yahoo.uk,yahoo.uk,2014-03-07,0
Jamee.Silva@gmail.mobi,gmail.mobi,2014-12-22,0
Jamee.Stone@fakedomain.uk,fakedomain.uk,2014-07-08,0
Jamee.Stone@gmail.int,gmail.int,2014-05-29,0
Jamee.Valentine@bogusbusiness.mobi,bogusbusiness.mobi,2015-07-27,0.000444
Jamee.Velez@liarbusiness.ca,liarbusiness.ca,2015-03-15,0.000444
Jamee.Walsh@mockmail.ao,mockmail.ao,2014-07-06,0
Jamee.Walsh@yahoo.co,yahoo.co,2015-02-19,0.000887
Jamee.Yu@hotmail.com,hotmail.com,2015-02-05,0.000887
Jannet.Aguirre@yahoo.ca,yahoo.ca,2014-07-30,0.003106
Jannet.Bautista@aol.co,aol.co,2014-11-17,0.000444
Jannet.Becker@hotmail.int,hotmail.int,2014-09-22,0
Jannet.Briggs@gmail.co,gmail.co,2014-08-13,0.000887
Jannet.Briggs@yahoo.ca,yahoo.ca,2014-12-01,0.003106
Jannet.Briggs@yahoo.mil,yahoo.mil,2015-06-14,0
Jannet.Butler@yahoo.com,yahoo.com,2014-05-28,0.001775
Jannet.Cain@gmail.co,gmail.co,2015-06-04,0.000887
Jannet.Callahan@aol.com,aol.com,2014-07-20,0.000444
Jannet.Cantu@yahoo.uk,yahoo.uk,2014-05-25,0
Jannet.Cervantes@gmail.net,gmail.net,2014-12-09,0.001331
Jannet.Clarke@mockdomain.co,mockdomain.co,2015-07-16,0.000444
Jannet.Cochran@pseudocompany.ca,pseudocompany.ca,2014-05-09,0.000444
Jannet.Cooke@bogusdomain.uk,bogusdomain.uk,2014-11-18,0
Jannet.Dillon@hotmail.com,hotmail.com,2014-11-06,0.000887
Jannet.Flynn@mockdomain.ca,mockdomain.ca,2014-09-07,0
Jannet.French@phonydomain.net,phonydomain.net,2014-11-06,0
Jannet.French@yahoo.net,yahoo.net,2014-08-17,0.002218
Jannet.Friedman@phonycompany.edu,phonycompany.edu,2015-06-21,0
Jannet.Gallegos@mockmail.gov,mockmail.gov,2014-01-27,0
Jannet.Garrison@aol.com,aol.com,2014-05-30,0.000444
Jannet.Gomez@phonycompany.eu,phonycompany.eu,2015-06-19,0
Jannet.Goodman@fakemail.ao,fakemail.ao,2015-02-05,0
Jannet.Goodman@yahoo.ao,yahoo.ao,2014-12-09,0.000444
Jannet.Haas@yahoo.in,yahoo.in,2014-06-10,0.000444
Jannet.Hatfield@hotmail.net,hotmail.net,2015-07-02,0.001775
Jannet.Hodges@hotmail.net,hotmail.net,2014-05-12,0.001775
Jannet.Kaufman@bogusmail.com,bogusmail.com,2015-04-24,0
Jannet.Kaufman@gmail.edu,gmail.edu,2014-10-27,0.001775
Jannet.Kaufman@yahoo.ca,yahoo.ca,2015-02-11,0.003106
Jannet.Kirk@fakemail.com,fakemail.com,2015-03-06,0
Jannet.Long@gmail.in,gmail.in,2014-07-21,0
Jannet.Macias@gmail.ao,gmail.ao,2014-02-25,0
Jannet.Mcdowell@yahoo.net,yahoo.net,2015-02-06,0.002218
Jannet.Moon@yahoo.biz,yahoo.biz,2015-02-09,0
Jannet.Olson@sympatico.edu,sympatico.edu,2014-05-08,0
Jannet.Pugh@hotmail.edu,hotmail.edu,2014-12-25,0.000887
Jannet.Ramirez@hushmail.ca,hushmail.ca,2015-05-08,0
Jannet.Ramirez@sympatico.net,sympatico.net,2014-07-12,0.000887
Jannet.Richmond@yahoo.ca,yahoo.ca,2015-07-03,0.003106
Jannet.Rivas@comcast.ca,comcast.ca,2015-02-08,0.000444
Jannet.Sanchez@yahoo.uk,yahoo.uk,2014-03-31,0
Jannet.Silva@yahoo.net,yahoo.net,2014-12-13,0.002218
Jannet.Sosa@gmail.ca,gmail.ca,2014-08-16,0.001331
Jannet.Sosa@hotmail.ca,hotmail.ca,2014-08-05,0.00488
Jannet.Stone@pseudobusiness.edu,pseudobusiness.edu,2015-01-04,0
Jannet.Valentine@aol.ca,aol.ca,2014-11-09,0.000887
Jannet.Velez@gmail.es,gmail.es,2015-01-04,0
Jannet.Yu@yahoo.co,yahoo.co,2015-05-14,0.000887
Jeanice.Barron@gmail.net,gmail.net,2014-06-25,0.001331
Jeanice.Barron@hotmail.com,hotmail.com,2014-09-11,0.000887
Jeanice.Bautista@gmail.net,gmail.net,2014-08-10,0.001331
Jeanice.Callahan@comcast.ca,comcast.ca,2014-09-18,0.000444
Jeanice.Callahan@gmail.eu,gmail.eu,2014-07-02,0
Jeanice.Callahan@yahoo.mk,yahoo.mk,2014-07-13,0.000444
Jeanice.Cervantes@hotmail.net,hotmail.net,2014-09-17,0.001775
Jeanice.Cervantes@liarmail.edu,liarmail.edu,2014-11-13,0
Jeanice.Cooke@comcast.ao,comcast.ao,2014-10-14,0
Jeanice.Cooke@yahoo.edu,yahoo.edu,2015-01-15,0
Jeanice.Davies@fakebusiness.co,fakebusiness.co,2014-09-20,0
Jeanice.Flynn@gmail.net,gmail.net,2015-01-28,0.001331
Jeanice.Gallegos@yahoo.ca,yahoo.ca,2014-03-15,0.003106
Jeanice.Gallegos@yahoo.com,yahoo.com,2014-04-05,0.001775
Jeanice.Garrison@liarbusiness.net,liarbusiness.net,2014-03-15,0
Jeanice.Garrison@yahoo.net,yahoo.net,2014-05-19,0.002218
Jeanice.Gates@gmail.uk,gmail.uk,2014-09-22,0.000887
Jeanice.Gates@hotmail.ca,hotmail.ca,2014-04-24,0.00488
Jeanice.Gates@pseudocompany.ca,pseudocompany.ca,2015-07-10,0.000444
Jeanice.Haas@phonycompany.ca,phonycompany.ca,2014-04-11,0.000887
Jeanice.Hebert@yahoo.ca,yahoo.ca,2014-03-15,0.003106
Jeanice.Hess@gmail.net,gmail.net,2014-07-23,0.001331
Jeanice.Hicks@aol.net,aol.net,2015-05-10,0.001331
Jeanice.Hoover@comcast.com,comcast.com,2014-10-25,0.001331
Jeanice.Kirk@sympatico.net,sympatico.net,2015-02-10,0.000887
Jeanice.Kirk@yahoo.net,yahoo.net,2014-05-01,0.002218
Jeanice.Mcdowell@gmail.net,gmail.net,2015-04-28,0.001331
Jeanice.Morrison@yahoo.es,yahoo.es,2014-07-12,0.000444
Jeanice.Myers@gmail.net,gmail.net,2015-02-07,0.001331
Jeanice.Myers@hotmail.com,hotmail.com,2014-10-22,0.000887
Jeanice.Owen@hotmail.ca,hotmail.ca,2015-01-25,0.00488
Jeanice.Pham@comcast.net,comcast.net,2014-03-30,0.000444
Jeanice.Ramirez@phonymail.com,phonymail.com,2014-04-20,0
Jeanice.Riley@aol.ca,aol.ca,2015-07-21,0.000887
Jeanice.Rivas@yahoo.mobi,yahoo.mobi,2015-01-14,0.000444
Jeanice.Rivera@fakemail.ca,fakemail.ca,2014-07-14,0.000444
Jeanice.Roach@hotmail.com,hotmail.com,2014-09-07,0.000887
Jeanice.Ryan@yahoo.com,yahoo.com,2015-01-17,0.001775
Jeanice.Sanchez@aol.net,aol.net,2014-03-21,0.001331
Jeanice.Sandoval@yahoo.edu,yahoo.edu,2015-01-21,0
